Year,ID,Name,Import,Export,ImpIDA,ImpIDB,ImpIDC,ImpIDD,ImpIDE,ImpIDF,ImpIDG,ImpIDH,ImpIDI,ImpIDJ,ImportA,ImportB,ImportC,ImportD,ImportE,ImportF,ImportG,ImportH,ImportI,ImportJ,ExpIDA,ExpIDB,ExpIDC,ExpIDD,ExpIDE,ExpIDF,ExpIDG,ExpIDH,ExpIDI,ExpIDJ,ExportA,ExportB,ExportC,ExportD,ExportE,ExportF,ExportG,ExportH,ExportI,ExportJ
2017,634,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,642,Romania,193631.264,245045.277,348,100,688,804,757,203,,,,,126089.493,43149.442,15737.244,6997.922,1657.157,0.006,,,,,348,688,100,757,300,804,807,705,,,147439.298,53553.049,30375.24,9416.166,3165.589,513.681,298.825,283.429,,
2017,643,Russian Federation,122116.878,671619.089,398,031,268,428,440,496,246,233,579,,108167.049,6546.057,5082.598,1339.904,495.238,359.066,90.076,35.884,1.006,,246,156,440,112,428,398,496,268,804,031,168973.776,142916.081,116686.553,116628.109,38213.418,37209.227,26871.168,13277.128,5526.902,2872.124
2017,646,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,652,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,654,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,659,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,660,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,662,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,666,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,670,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,674,San Marino,28516.072,,380,,,,,,,,,,28516.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,678,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,682,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,686,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,688,Serbia,460596.269,396274.006,348,191,070,642,100,203,499,705,008,757,175495.498,63876.72,63077.909,53553.049,45229.844,37674.428,12005.32,2999.901,2679.453,2396.01,191,008,348,070,705,807,100,642,499,300,96163.238,70616.918,62279.393,57926.04,33899.413,23586.07,19734.166,15737.244,9914.036,3458.697
2017,690,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,694,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,697,"Europe EFTA, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,699,India,34729.935,39501.517,064,,,,,,,,,,34729.935,,,,,,,,,,050,524,104,704,,,,,,,33647.213,5413.941,438.623,1.74,,,,,,
2017,702,Singapore,,0.219,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,0.219,,,,,,,,,
2017,703,Slovakia,771367.874,681997.012,203,616,100,348,705,300,,,,,533382.13,185860.092,34721.687,14566.253,2068.564,769.148,,,,,348,804,203,100,300,705,616,807,,,428111.391,132385.841,97792.153,14734.388,8478.037,480.709,13.582,0.911,,
2017,704,Viet Nam,116602.666,2182.923,156,418,699,,,,,,,,74637.502,41963.424,1.74,,,,,,,,418,,,,,,,,,,2182.923,,,,,,,,,
2017,705,Slovenia,571551.669,461389.366,040,191,100,276,300,757,688,380,348,203,186586.955,123922.702,58155.561,53583.113,44452.794,34086.244,33899.413,18442.413,7174.997,3884.769,191,300,276,757,380,203,070,040,499,100,145466.86,123321.863,41578.553,40119.872,30169.968,22248.151,13169.375,12925.405,9023.743,6665.595
2017,706,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,710,South Africa,166758.756,530675.651,508,516,426,,,,,,,,165980.569,762.183,16.004,,,,,,,,508,716,516,072,894,426,748,404,,,269129.731,126478.068,57958.393,33605.925,23319.29,19353.376,830.562,0.306,,
2017,711,Southern African Customs Union (...1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,716,Zimbabwe,150205.194,26.111,710,508,894,,,,,,,,126478.068,23470.694,256.432,,,,,,,,894,,,,,,,,,,26.111,,,,,,,,,
2017,724,Spain,1170897.753,826931.901,251,620,,,,,,,,,811553.981,359343.772,,,,,,,,,504,251,620,020,,,,,,,343755.276,281141.062,184325.911,17709.652,,,,,,
2017,728,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,729,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,736,Sudan (...2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,740,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,748,Eswatini,831.686,,710,508,,,,,,,,,830.562,1.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,752,Sweden,456984.52,1206407.287,579,208,276,440,616,246,,,,,346231.211,85128.059,11447.453,5820.494,5599.676,2757.627,,,,,246,208,440,616,579,276,,,,,574862.413,191360.902,124819.622,122008.329,99463.299,93892.722,,,,
2017,757,Switzerland,1867884.888,1584763.228,251,276,040,380,705,070,642,499,203,191,709040.676,657011.94,284895.653,131685.376,40119.872,30167.379,9416.166,3233.207,2224.247,90.372,380,251,276,705,191,499,040,807,688,642,1021304.134,354080.811,114784.157,34086.244,21860.956,14704.246,12218.126,7601.52,2396.01,1657.157
2017,760,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,762,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,764,Thailand,1179440.851,73202.127,418,458,,,,,,,,,1178861.62,579.231,,,,,,,,,116,418,104,458,344,616,276,036,410,,31669.14,28944.314,12185.007,402.079,0.947,0.293,0.18,0.117,0.05,
2017,768,Togo,,384.035,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,384.035,,,,,,,,,
2017,772,Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,776,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,780,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,784,United Arab Emirates,,141746.848,,,,,,,,,,,,,,,,,,,,,894,512,508,414,,,,,,,141694.117,45.982,5.971,0.778,,,,,,
2017,788,Tunisia,69.548,,012,,,,,,,,,,69.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,792,Türkiye,83994.885,76596.43,100,031,364,268,300,203,,,,,32485.832,17688.389,15168.681,11587.34,5647.18,1417.463,,,,,100,300,203,,,,,,,,58548.592,17636.648,411.19,,,,,,,
2017,795,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,796,Turks and Caicos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,798,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,800,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,804,Ukraine,138488.224,239838.31,703,643,642,112,,,,,,,132385.841,5526.902,513.681,61.8,,,,,,,348,616,642,203,100,,,,,,193538.431,37429.653,6997.922,1864.488,7.816,,,,,
2017,807,North Macedonia,117105.524,57775.374,100,688,203,300,348,757,705,642,703,,39091.826,23586.07,17503.223,14993.974,9123.633,7601.52,4905.542,298.825,0.911,,300,203,100,688,,,,,,,45866.181,9356.138,2468.489,84.566,,,,,,
2017,810,USSR (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,818,Egypt,26.93,4371.057,400,,,,,,,,,,26.93,,,,,,,,,,400,,,,,,,,,,4371.057,,,,,,,,,
2017,826,United Kingdom,1105005.858,288495.673,251,528,372,203,100,705,,,,,551526.593,415865.607,102308.543,18216.505,14573.76,2514.85,,,,,251,372,100,203,528,705,,,,,163943.034,65949.788,25038.128,20475.553,11583.932,1505.238,,,,
2017,834,United Rep. of Tanzania,2297.898,,894,,,,,,,,,,2297.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,840,USA,2263228.473,186133.555,124,,,,,,,,,,2263228.473,,,,,,,,,,124,512,048,372,,,,,,,186038.008,95.014,0.497,0.036,,,,,,
2017,849,US Misc. Pacific Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,854,Burkina Faso,54530.487,,384,288,768,,,,,,,,48515.197,5631.255,384.035,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,858,Uruguay,,140426.234,,,,,,,,,,,,,,,,,,,,,076,032,,,,,,,,,123752.123,16674.111,,,,,,,,
2017,860,Uzbekistan,24528.68,,417,,,,,,,,,,24528.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,862,Venezuela,,50406.316,,,,,,,,,,,,,,,,,,,,,076,,,,,,,,,,50406.316,,,,,,,,,
2017,876,Wallis and Futuna Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,882,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,887,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,891,Serbia and Montenegro (...2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,894,Zambia,169440.787,65230.47,784,710,508,516,716,,,,,,141694.117,23319.29,3939.865,461.404,26.111,,,,,,180,516,072,834,716,508,,,,,41895.827,17263.58,3319.706,2297.898,256.432,197.027,,,,
2018,004,Afghanistan,166216.408,,860,,,,,,,,,,166216.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,008,Albania,71206.975,84528.645,688,300,203,,,,,,,,55878.187,10908.313,4420.475,,,,,,,,300,688,705,203,208,,,,,,36800.996,22116.828,15195.636,10351.661,63.524,,,,,
2018,012,Algeria,,5819.01,,,,,,,,,,,,,,,,,,,,,504,788,,,,,,,,,5325.281,493.729,,,,,,,,
2018,016,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,020,Andorra,28129.615,,251,724,,,,,,,,,14922.305,13207.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,024,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,028,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,031,Azerbaijan,9704.061,94634.695,643,051,268,364,860,,,,,,3694.252,3569.703,1406.639,928.394,105.073,,,,,,268,792,643,051,364,,,,,,58161.613,24422.303,4584.833,4346.743,3119.203,,,,,
2018,032,Argentina,473373.892,24240.069,600,858,152,076,,,,,,,466129.99,6343.114,899.743,1.045,,,,,,,076,858,,,,,,,,,22315.296,1924.773,,,,,,,,
2018,036,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,040,Austria,1082047.104,1043994.296,276,203,757,705,348,442,380,860,,,672561.411,282095.234,47741.451,36369.887,35163.959,7066.812,988.762,59.588,,,757,276,705,348,380,203,100,372,,,307103.248,232348.276,198698.454,192331.458,83036.421,30417.896,34.333,24.21,,
2018,044,Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,048,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,050,Bangladesh,189447.958,,699,,,,,,,,,,189447.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,051,Armenia,8375.279,80032.845,031,268,364,,,,,,,,4346.743,3003.542,1024.994,,,,,,,,364,031,268,,,,,,,,76078.851,3569.703,384.291,,,,,,,
2018,052,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,056,Belgium,1310843.92,265102.917,528,251,442,826,,,,,,,690955.116,614096.232,5678.406,114.166,,,,,,,251,528,442,203,826,,,,,,132192.635,101534.765,19411.106,11887.815,76.596,,,,,
2018,058,Belgium-Luxembourg (...1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,060,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,064,Bhutan,,31071.281,,,,,,,,,,,,,,,,,,,,,699,,,,,,,,,,31071.281,,,,,,,,,
2018,068,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,070,Bosnia Herzegovina,103449.166,434080.25,348,191,688,499,380,705,203,703,208,,30545.049,30341.644,12190.173,9724.842,9088.022,8844.709,2027.538,633.618,53.571,,191,688,380,757,499,705,203,703,208,,173340.801,101885.304,99625.529,35653.443,15808.787,5723.333,1527.572,406.083,109.398,
2018,072,Botswana,18435.468,,710,894,156,,,,,,,,11262.151,7173.308,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,076,Brazil,1767890.752,1.045,600,858,862,032,,,,,,,1641727.739,61078.113,42769.604,22315.296,,,,,,,032,,,,,,,,,,1.045,,,,,,,,,
2018,084,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,086,Br. Indian Ocean Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,090,Solomon Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,092,Br. Virgin Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,096,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,100,Bulgaria,211798.296,646377.254,380,792,203,688,300,642,442,276,196,348,69079.626,57587.472,35074.88,13099.824,6973.357,6513.632,6326.177,3383.502,3113.679,2910.117,300,380,705,203,642,807,688,792,208,348,112874.374,102067.524,79524.315,74830.227,62950.052,58242.882,53128.051,41190.724,28935.809,10638.353
2018,104,Myanmar,49202.47,37688.769,156,764,699,418,,,,,,,34136.03,14900.401,98.665,67.374,,,,,,,156,,,,,,,,,,37688.769,,,,,,,,,
2018,108,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,112,Belarus,2190.514,54626.357,643,860,,,,,,,,,2188.94,1.574,,,,,,,,,440,428,804,,,,,,,,54299.357,259.3,67.7,,,,,,,
2018,116,Cambodia,137459.331,,704,764,418,,,,,,,,86186.888,47317.063,3955.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,120,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,124,Canada,393164.431,2249072.969,842,,,,,,,,,,393164.431,,,,,,,,,,842,,,,,,,,,,2249072.969,,,,,,,,,
2018,132,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,136,Cayman Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,140,Central African Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,144,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,148,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,152,Chile,,903.492,,,,,,,,,,,,,,,,,,,,,032,757,,,,,,,,,899.743,3.749,,,,,,,,
2018,156,China,254093.2,1509289.388,643,344,104,408,860,,,,,,138349.09,66522.348,37688.769,11391.622,141.371,,,,,,344,446,496,704,104,418,408,508,360,072,786280.47,476351.446,114812.936,95330.83,34136.03,1905.483,381.212,88.454,2.518,0.009
2018,162,Christmas Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,166,Cocos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,170,Colombia,5675.675,5261.08,218,,,,,,,,,,5675.675,,,,,,,,,,218,604,,,,,,,,,5047.279,213.801,,,,,,,,
2018,174,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,175,Mayotte (Overseas France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,178,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,180,Dem. Rep. of the Congo,45028.207,4516.68,894,800,646,710,834,,,,,,44821.641,199.462,3.989,2.937,0.178,,,,,,646,,,,,,,,,,4516.68,,,,,,,,,
2018,184,Cook Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,188,Costa Rica,1433.063,5469.965,320,222,,,,,,,,,929.948,503.115,,,,,,,,,222,,,,,,,,,,5469.965,,,,,,,,,
2018,191,Croatia,650337.495,429591.937,348,070,705,688,757,100,203,,,,200561.077,173340.801,149486.334,102163.704,24757.604,14.154,13.821,,,,348,705,688,070,757,100,,,,,210352.142,151622.968,33656.087,30341.644,3610.247,8.849,,,,
2018,192,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,196,Cyprus,8508.471,6033.229,100,,,,,,,,,,8508.471,,,,,,,,,,100,300,,,,,,,,,3113.679,2919.55,,,,,,,,
2018,200,Czechoslovakia (...1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,203,Czechia,932911.337,1837140.594,276,703,616,100,442,040,792,807,499,056,353871.238,175442.762,134454.116,74830.227,44324.119,30417.896,21697.418,18201.581,16790.847,11887.815,703,276,040,380,616,688,100,757,826,807,688250.64,387503.766,282095.234,260651.375,41967.95,38968.144,35074.88,27429.084,24104.212,20299.317
2018,204,Benin,85245.233,,768,,,,,,,,,,85245.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,208,Denmark,771063.45,523173.329,579,752,276,100,499,705,203,300,070,008,272324.028,248010.83,212586.409,28935.809,3931.615,1842.551,1646.78,1611.36,109.398,63.524,276,752,579,100,499,203,300,070,288,705,238367.516,156732.267,124096.851,1822.543,1612.835,293.132,144.556,53.571,32.715,17.343
2018,212,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,214,Dominican Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,218,Ecuador,5047.279,5895.644,170,,,,,,,,,,5047.279,,,,,,,,,,170,604,,,,,,,,,5675.675,219.969,,,,,,,,
2018,222,El Salvador,150388.558,771.909,320,591,188,,,,,,,,119608.93,25309.663,5469.965,,,,,,,,188,591,320,558,,,,,,,503.115,199.211,53.88,15.703,,,,,,
2018,226,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,231,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,232,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,233,Estonia,105801.354,252175.163,246,428,,,,,,,,,103328.6,2472.754,,,,,,,,,428,246,,,,,,,,,197163.101,55012.062,,,,,,,,
2018,238,Falkland Isds (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,242,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,246,Finland,1181916,116365.133,752,643,233,579,,,,,,,759892.062,356431.047,55012.062,10580.829,,,,,,,233,752,579,643,372,,,,,,103328.6,9012.104,3585.722,438.334,0.373,,,,,
2018,251,France,930661.981,5330452.111,757,724,056,276,380,826,372,860,,,300936.863,278025.684,132192.635,129560.405,55577.552,33757.638,605.273,5.931,,,380,724,826,757,056,276,020,372,384,,1367341.175,990207.585,970139.632,792585.088,614096.232,580450.514,14922.305,705.424,4.156,
2018,258,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,260,Fr. South Antarctic Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,262,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,266,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,268,Georgia,70480.805,18932.178,031,643,792,051,,,,,,,58161.613,9332.864,2602.037,384.291,,,,,,,792,051,643,031,,,,,,,12907.307,3003.542,1614.69,1406.639,,,,,,
2018,270,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,275,State of Palestine,10400.12,,400,860,,,,,,,,,10399.526,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,276,Germany,1890776.857,4742515.773,251,203,757,208,040,752,528,380,705,442,580450.514,387503.766,284194.707,238367.516,232348.276,69192.374,35934.492,34041.806,16229.224,10136.442,380,528,757,040,616,203,208,442,251,752,1039583.273,965921.429,690621.179,672561.411,439397.631,353871.238,212586.409,195335.242,129560.405,24803.806
2018,278,Dem. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,280,Fed. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,288,Ghana,48643.781,48348.093,384,208,,,,,,,,,48611.066,32.715,,,,,,,,,768,854,,,,,,,,,31121.115,17226.978,,,,,,,,
2018,292,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,296,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,300,Greece,433384.798,166228.127,705,100,380,008,792,348,807,203,688,196,159852.675,112874.374,43064.788,36800.996,25435.443,12310.45,11965.483,11255.314,9687.699,2919.55,380,705,807,008,100,348,203,208,792,757,67137.118,51021.421,21785.066,10908.313,6973.357,1955.754,1878.064,1611.36,1132.28,757.094
2018,304,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,308,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,316,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,320,Guatemala,82272.567,181028.741,484,222,591,,,,,,,,82217.167,53.88,1.52,,,,,,,,222,340,484,558,188,842,591,,,,119608.93,37320.117,21804.655,1210.938,929.948,105.683,48.47,,,
2018,324,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,328,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,332,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,340,Honduras,37320.117,,320,,,,,,,,,,37320.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,344,"China, Hong Kong SAR",786306.833,66522.348,156,764,,,,,,,,,786280.47,26.363,,,,,,,,,156,,,,,,,,,,66522.348,,,,,,,,,
2018,348,Hungary,1269455.755,514038.271,703,191,804,040,642,688,100,705,203,300,442525.285,210352.142,203863.437,192331.458,134197.832,67173.274,10638.353,3239.459,2579.101,1955.754,191,688,642,040,703,070,300,705,807,100,200561.077,116115.039,71589.52,35163.959,34365.077,30545.049,12310.45,5029.098,3051.451,2910.117
2018,352,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,360,Indonesia,109102.938,,458,470,392,156,860,,,,,,109049.238,47.129,2.893,2.518,1.16,,,,,,,,,,,,,,,,,,,,,,,,,
2018,364,Iran,79199.782,42412.038,051,031,860,,,,,,,,76078.851,3119.203,1.728,,,,,,,,586,051,031,,,,,,,,40458.65,1024.994,928.394,,,,,,,
2018,368,Iraq,881.38,,400,784,,,,,,,,,863.204,18.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,372,Ireland,167223.705,200455.415,826,442,251,040,484,246,,,,,130823.733,35669.43,705.424,24.21,0.535,0.373,,,,,826,442,251,,,,,,,,124184.429,75665.713,605.273,,,,,,,
2018,376,Israel,8.027,,860,,,,,,,,,,8.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,380,Italy,3388781.103,362436.993,251,276,757,203,100,070,040,300,705,470,1367341.175,1039583.273,353238.903,260651.375,102067.524,99625.529,83036.421,67137.118,15326.964,771.363,100,251,300,470,757,276,674,705,203,070,69079.626,55577.552,43064.788,41736.004,41217.187,34041.806,31063.786,26169.322,10410.138,9088.022
2018,384,Côte d'Ivoire,4.156,167367.024,251,,,,,,,,,,4.156,,,,,,,,,,854,288,466,768,430,,,,,,65899.975,48611.066,43065.691,8567.704,1222.588,,,,,
2018,388,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,392,Japan,4.392,2.893,860,,,,,,,,,,4.392,,,,,,,,,,360,,,,,,,,,,2.893,,,,,,,,,
2018,398,Kazakhstan,56046.257,79794.324,643,417,762,860,,,,,,,55792.54,173.761,78.787,1.169,,,,,,,643,417,762,,,,,,,,79679.985,114.338,0.001,,,,,,,
2018,400,Jordan,18738.459,11262.73,818,,,,,,,,,,18738.459,,,,,,,,,,275,368,,,,,,,,,10399.526,863.204,,,,,,,,
2018,404,Kenya,27864.523,6673.633,800,,,,,,,,,,27864.523,,,,,,,,,,800,,,,,,,,,,6673.633,,,,,,,,,
2018,408,Dem. People's Rep. of Korea,381.212,11391.622,156,,,,,,,,,,381.212,,,,,,,,,,156,,,,,,,,,,11391.622,,,,,,,,,
2018,410,Rep. of Korea,9.688,,860,842,,,,,,,,,8.053,1.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,414,Kuwait,0.012,,860,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,417,Kyrgyzstan,114.837,16355.032,398,860,,,,,,,,,114.338,0.499,,,,,,,,,860,398,,,,,,,,,16181.271,173.761,,,,,,,,
2018,418,Lao People's Dem. Rep.,24679.662,1458939.268,764,156,704,,,,,,,,21159.113,1905.483,1615.066,,,,,,,,764,704,116,458,104,,,,,,1381280.067,72374.603,3955.38,1261.844,67.374,,,,,
2018,422,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,426,Lesotho,26514.348,62.561,710,508,,,,,,,,,20278.478,6235.87,,,,,,,,,710,,,,,,,,,,62.561,,,,,,,,,
2018,428,Latvia,312136.271,245512.358,233,643,440,112,860,,,,,,197163.101,72288.377,42424.552,259.3,0.941,,,,,,440,233,643,,,,,,,,242870.599,2472.754,169.005,,,,,,,
